Brand Name,Spec Score,Rating,Price,Tag,Processor Name,Processor Type,Processor Speed,RAM,Internal Storage,Battery Capacity,Battery Feature,SIM Type,Extra Feature,Display Size,Display Resolution,Display Feature,Memory External,OS Version,Camera,Image Preview
oppo a5x,68,4.0,12990,upcoming,snapdragon 6s 4g gen1,octa core,2.1 ghz processor GHz,4 gb ram,64 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, ir blaster",6.67 inch,"720 x 1604 px, 90 Hz",with punch hole,memory card (hybrid),android v15,32 mp rear & 5 mp front camera,https://cdn1.smartprix.com/rx-iuiwwqpt3-w280-h280/oppo-a5x.webp
vivo y20 5g,74,4.15,11999,rumored,dimensity 6400,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5700mAh 20W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 2 tb",android v16,50 mp + 0.08 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ikf2lf5dy-w280-h280/vivo-y20-5g.webp
vivo y40 pro,73,4.5,23990,rumored,octa core processor,,,8 gb ram,128 gb inbuilt,6500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.68 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card not supported,android v16,50 mp + 2 mp dual rear & 50 mp front camera,https://cdn1.smartprix.com/rx-ixeaeo14s-w280-h280/vivo-y40-pro.webp
xiaomi 15t pro,83,4.3,89990,upcoming,octa core processor,,,12 gb ram,256 gb inbuilt,5500mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1440 x 3200 px, 120 Hz",with punch hole,memory card not supported,android v16,50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-isjm2a1i0-w280-h280/xiaomi-15t-pro.webp
xiaomi redmi note 14s,86,4.55,21990,upcoming,helio g99 ultra,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 67W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card supported,android v15,200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ib4zdftpx-w280-h280/xiaomi-redmi-note-14.webp
infinix note 50 pro 4g,84,4.25,16999,upcoming,helio g100,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,5200mAh 90W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1080 x 2436 px, 144 Hz",with punch hole,"memory card supported, upto 2 tb",android v15,50 mp + 8 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ibwxrmmo7-w280-h280/infinix-note-50-pro.webp
itel power 70,61,4.6,7299,upcoming,helio g50,octa core,2.2 ghz processor GHz,4 gb ram,128 gb inbuilt,6000mAh 18W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.67 inch,"720 x 1600 px, 120 Hz",with punch hole,memory card supported,android v14,13 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ises0njql-w280-h280/itel-power-70.webp
samsung galaxy m07 5g,67,4.2,11990,rumored,octa core processor,,,6 gb ram,128 gb inbuilt,5500mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.6 inch,"720 x 1600 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v16,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i8i0xfahu-w280-h280/samsung-galaxy-m07-5.webp
vivo x300 pro mini,90,4.35,59990,rumored,dimensity 9500,octa core,3.63 ghz processor GHz,12 gb ram,256 gb inbuilt,5800mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.3 inch,"1216 x 2640 px, 120 Hz",with punch hole,memory card not supported,android v16,50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-inekh0pgw-w280-h280/vivo-x300-pro-mini.webp
realme gt 7 pro racing edition,85,4.05,36999,upcoming,snapdragon 8 elite,octa core,4.32 ghz processor GHz,12 gb ram,256 gb inbuilt,6500mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ia2dbnjiw-w280-h280/realme-gt-7-pro-raci.webp
