Brand Name,Spec Score,Rating,Price,Tag,Processor Name,Processor Type,Processor Speed,RAM,Internal Storage,Battery Capacity,Battery Feature,SIM Type,Extra Feature,Display Size,Display Resolution,Display Feature,Memory External,OS Version,Camera,Image Preview
samsung galaxy s23 ultra 5g,91,4.05,84999,launched,snapdragon 8 gen 2,octa core,3.36 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.8 inch,"1440 x 3088 px, 120 Hz",with punch hole,memory card not supported,android v13,200 mp quad rear & 12 mp front camera,https://cdn1.smartprix.com/rx-irl4aiwu6-w280-h280/samsung-galaxy-s23-u.webp
poco c71 (6gb ram + 128gb),71,4.0,7249,launched,unisoc t7250,octa core,1.8 ghz processor GHz,6 gb ram,128 gb inbuilt,5200mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 2 tb",android v15,32 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ixnr8j9sg-w280-h280/poco-c71-6gb-ram-128.webp
lava storm lite 5g (4gb ram + 128gb),72,4.15,8499,launched,dimensity 6400,octa core,2.5 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.75 inch,"720 x 1600 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v15,50 mp + ultra wide dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ihtpt8zzh-w280-h280/lava-storm-lite-5g-4.webp
realme 14t 5g,80,4.1,15666,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-im8olezqk-w280-h280/realme-14t-5g.webp
vivo y39 5g,74,4.15,16999,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,6500mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.68 inch,"720 x 1608 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iinoxc9fk-w280-h280/vivo-y39-5g.webp
oneplus nord ce 4 5g (8gb ram + 256gb),81,4.0,23998,launched,snapdragon 7 gen3,octa core,2.63 ghz processor GHz,8 gb ram,256 gb inbuilt,5500mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i3pewbguf-w280-h280/oneplus-nord-ce-4-5g.webp
samsung galaxy f16 5g,75,4.2,10749,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 90 Hz",with punch hole,"memory card (hybrid), upto 1.5 tb",android v15,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-i9jsflzdu-w280-h280/samsung-galaxy-f16-5.webp
vivo t3 5g,80,4.7,17576,launched,dimensity 7200,octa core,2.8 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ijgjnxy13-w280-h280/vivo-t3-5g.webp
samsung galaxy m16 5g,75,4.45,11499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 90 Hz",with punch hole,"memory card (hybrid), upto 1.5 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-izp7j8vct-w280-h280/samsung-galaxy-m16-5.webp
google pixel 8a,76,4.65,37999,launched,tensor g3,nine-cores,3 ghz processor GHz,8 gb ram,128 gb inbuilt,4492mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card not supported,android v14,64 mp + 13 mp dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ia0gcytg0-w280-h280/google-pixel-8a.webp
samsung galaxy m06 (4gb ram + 64gb),70,4.65,7999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1.5 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i7fofqbmw-w280-h280/samsung-galaxy-m06-4.webp
vivo y19 5g (4gb ram + 128gb),69,4.45,11499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5500mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 2 tb",android v15,13 mp + 0.08 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ipcswdn7h-w280-h280/vivo-y19-5g-4gb-ram.webp
oneplus 13 (24gb ram+ 1tb),93,4.35,89998,launched,snapdragon 8 elite,octa core,4.32 ghz processor GHz,24 gb ram,1 tb inbuilt,6000mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.82 inch,"1440 x 3168 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ih0mtdyms-w280-h280/oneplus-13-24gb-ram.webp
oneplus nord ce 4 lite 5g (8gb ram + 256gb),82,4.5,20997,launched,snapdragon 695,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,5500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-idttlicda-w280-h280/oneplus-nord-ce-4-li.webp
samsung galaxy f55 5g (8gb ram + 256gb),84,4.2,19419,launched,snapdragon 7 gen1,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-id31sv3lq-w280-h280/samsung-galaxy-f55-5.webp
vivo t4 ultra (12gb ram+ 256gb),86,4.65,39999,launched,dimensity 9300 plus,octa core,3.25 ghz processor GHz,12 gb ram,256 gb inbuilt,5500mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-izsx0a8zx-w280-h280/vivo-t4-ultra-12gb-r.webp
cmf phone 2 pro 5g (8gb ram + 256gb),84,4.0,20225,launched,dimensity 7300 pro,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,50 mp + 50 mp + 8 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iybb8nsjq-w280-h280/cmf-phone-2-pro-5g-8.webp
lava bold 5g,74,4.1,11999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card (hybrid),android v14,64 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ipqds1ne0-w280-h280/lava-bold-5g.webp
xiaomi redmi a5 4g,67,4.45,6498,launched,unisoc t7250,octa core,1.8 ghz processor GHz,3 gb ram,64 gb inbuilt,5200mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.88 inch,"720 x 1650 px, 120 Hz",no punch hole,"memory card supported, upto 2 tb",android v15,32 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iavmzoggu-w280-h280/xiaomi-redmi-a5-4g.webp
samsung galaxy m06 (6gb ram + 128gb),74,4.3,9799,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1.5 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-igmrwl1oc-w280-h280/samsung-galaxy-m06-6.webp
xiaomi redmi 14c 5g,71,4.4,9498,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,4 gb ram,64 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ihn2s5hcd-w280-h280/xiaomi-redmi-14c-5g.webp
xiaomi redmi note 13 pro plus 5g,84,4.35,24690,launched,dimensity 7200 ultra,octa core,2.8 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1220 x 2712 px, 120 Hz",with punch hole,memory card not supported,android v13,200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iiavcon3h-w280-h280/xiaomi-redmi-note-13.webp
oppo a5 5g (8gb ram + 128gb),78,4.3,16999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ivcexfwos-w280-h280/oppo-a5-5g-8gb-ram-1.webp
vivo v50 5g (8gb ram + 256gb),84,4.05,36999,launched,snapdragon 7 gen3,octa core,2.63 ghz processor GHz,8 gb ram,256 gb inbuilt,6000mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp dual rear & 50 mp front camera,https://cdn1.smartprix.com/rx-ioqoutdiw-w280-h280/vivo-v50-5g-8gb-ram.webp
vivo v40 5g,83,4.35,34100,launched,snapdragon 7 gen3,octa core,2.63 ghz processor GHz,8 gb ram,128 gb inbuilt,5500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.78 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp dual rear & 50 mp front camera,https://cdn1.smartprix.com/rx-igxwfgf4o-w280-h280/vivo-v40-5g.webp
samsung galaxy a55 5g (8gb ram + 256gb),85,4.6,27999,launched,exynos 1480,octa core,2.7 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.6 inch,"1080 x 2340 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 12 mp + 5 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-inheakwj4-w280-h280/samsung-galaxy-a55-5.webp
apple iphone 15 plus,82,4.75,72490,launched,bionic a16,hexa core,3.46 ghz processor GHz,6 gb ram,128 gb inbuilt,4383mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,1290 x 2796 px,no punch hole,memory card not supported,ios v17,48 mp + 12 mp dual rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ibzbditoc-w280-h280/apple-iphone-15-plus.webp
oppo a5x 5g,69,4.55,12999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,memory card (hybrid),android v15,32 mp rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ihjulqiry-w280-h280/oppo-a5x-5g.webp
nothing phone 3a pro (12gb ram + 256gb),87,4.15,31899,launched,snapdragon 7s gen 3,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 50W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-izwqln3rj-w280-h280/nothing-phone-3a-pro.webp
realme p3x 5g (8gb ram + 128gb),79,4.05,13728,launched,dimensity 6400,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card (hybrid),android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ioiql0lnh-w280-h280/realme-p3x-5g-8gb-ra.webp
realme 14 pro plus (8gb ram + 256gb),84,4.15,29872,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,6000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.83 inch,"1272 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ipwdp50ez-w280-h280/realme-14-pro-plus-8.webp
realme 13 plus 5g (8gb ram + 256gb),83,4.65,16849,launched,dimensity 7300 e,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iizz1rt2i-w280-h280/realme-13-plus-5g-8g.webp
xiaomi redmi 13 5g (8gb ram + 128gb),81,4.75,13999,launched,snapdragon 4 gen 2 ae,octa core,2.3 ghz processor GHz,8 gb ram,128 gb inbuilt,5030mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.79 inch,"1080 x 2460 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,108 mp + macro dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ireymexu2-w280-h280/xiaomi-redmi-13-5g-8.webp
samsung galaxy m55 (12gb ram + 256gb),86,4.75,23961,launched,snapdragon 7 gen1,octa core,2.4 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-iznc6xcbr-w280-h280/samsung-galaxy-m55-1.webp
samsung galaxy a35 5g (8gb ram + 256gb),83,4.25,22240,launched,exynos 1380,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.6 inch,"1080 x 2340 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 5 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-iaq8maqax-w280-h280/samsung-galaxy-a35-5.webp
samsung galaxy s24 ultra (12gb ram + 512gb),93,4.3,94549,launched,snapdragon 8 gen3,octa core,3.3 ghz processor GHz,12 gb ram,512 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.8 inch,"1440 x 3120 px, 120 Hz",with punch hole,memory card not supported,android v14,200 mp quad rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ihanwvgei-w280-h280/samsung-galaxy-s24-u.webp
motorola moto g62 (8gb ram + 128gb),81,4.55,11999,launched,snapdragon  695,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.55 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v12,50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ip0zhdu7e-w280-h280/motorola-moto-g62-8g.webp
apple iphone 14,79,4.65,51990,launched,bionic a15,hexa core,3.22 ghz processor GHz,6 gb ram,128 gb inbuilt,3279mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,1170 x 2532 px,no punch hole,memory card not supported,ios v16,12 mp + 12 mp dual rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ivyp4t2vm-w280-h280/apple-iphone-14.webp
poco m7 5g (8gb ram + 128gb),75,4.75,10495,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iyjopcu3r-w280-h280/poco-m7-5g-8gb-ram-1.webp
xiaomi redmi note 14 (8gb ram + 128gb),85,4.75,17999,launched,dimensity 7025 ultra,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,5110mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 20 mp front camera,https://cdn1.smartprix.com/rx-ijbula0uv-w280-h280/xiaomi-redmi-note-14.webp
realme 14x 5g,74,4.5,13428,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,memory card (hybrid),android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ivdiethwb-w280-h280/realme-14x-5g.webp
tecno pop 9 5g,73,4.75,7998,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"720 x 1612 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,48 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iksvlyimk-w280-h280/tecno-pop-9-5g.webp
realme narzo 70 turbo 5g (12gb ram + 256gb),83,4.55,16999,launched,dimensity 7300 energy,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ihnb7lfjy-w280-h280/realme-narzo-70-turb.webp
realme 13 plus 5g (12gb ram + 256gb),84,4.05,17980,launched,dimensity 7300 e,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i9plxkg2a-w280-h280/realme-13-plus-5g-12.webp
samsung galaxy f15 5g (6gb ram + 128gb),75,4.15,12590,launched,dimensity 6100 plus,octa core,2.2 ghz processor GHz,6 gb ram,128 gb inbuilt,6000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.45 inch,"1080 x 2340 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-iwuujwfwg-w280-h280/samsung-galaxy-f15-5.webp
vivo t3x 5g,74,4.2,12499,launched,snapdragon 6 gen1,octa core,2.2 ghz processor GHz,4 gb ram,128 gb inbuilt,6000mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2408 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ibpdbuwdx-w280-h280/vivo-t3x-5g.webp
apple iphone 16 plus,82,4.05,81990,launched,bionic a18,hexa core,4.04 ghz processor GHz,128 gb inbuilt,,4674mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,1290 x 2796 px,no punch hole,memory card not supported,ios v18,48 mp + 12 mp dual rear & 12 mp front camera,https://cdn1.smartprix.com/rx-iwzjbyzzo-w280-h280/apple-iphone-16-plus.webp
lava bold n1 pro,68,4.7,6798,launched,unisoc t606,octa core,1.6 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.67 inch,"1600 x 720 px, 120 Hz",with punch hole,"memory card supported, upto 256 gb",android v14,50 mp + depth sensor + macro triple rear & 5 mp front camera,https://cdn1.smartprix.com/rx-im9mle2wo-w280-h280/lava-bold-n1-pro.webp
iqoo z10 5g (12gb ram + 256gb),81,4.65,25998,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,7300mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 2 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i0wsqs965-w280-h280/iqoo-z10-5g-12gb-ram.webp
poco c71,67,4.0,6499,launched,unisoc t7250,octa core,1.8 ghz processor GHz,4 gb ram,64 gb inbuilt,5200mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 2 tb",android v15,32 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ixnr8j9sg-w280-h280/poco-c71.webp
infinix note 50x 5g (8gb ram + 128 gb),76,4.6,12365,launched,dimensity 7300 ultimate,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,5500mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.67 inch,"720 x 1600 px, 120 Hz",with punch hole,memory card (hybrid),android v15,50 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iiuomdal7-w280-h280/infinix-note-50x-5g.webp
samsung galaxy a06 5g (6gb ram + 128gb),75,4.7,10684,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5800mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i6ah9avrb-w280-h280/samsung-galaxy-a06-5.webp
realme p1 speed 5g (12gb ram + 256gb),82,4.7,16298,launched,dimensity 7300 e,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-in30fmkck-w280-h280/realme-p1-speed-5g-1.webp
samsung galaxy m35 5g (8gb ram + 256gb),82,4.5,18499,launched,exynos 1380,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,6000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.6 inch,"1080 x 2340 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ircrtcroj-w280-h280/samsung-galaxy-m35-5.webp
realme gt 6t,83,4.15,24990,launched,snapdragon 7+ gen3,octa core,2.8 ghz processor GHz,8 gb ram,128 gb inbuilt,5500mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 8 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iz7zevmx9-w280-h280/realme-gt-6t.webp
vivo v30 pro 5g,85,4.55,32999,launched,dimensity 8200,octa core,3.1 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.78 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-ihcwhkeq6-w280-h280/vivo-v30-pro-5g.webp
samsung galaxy f22,72,4.4,6000,launched,helio g80,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,6000mAh,Standard Charging,"dual sim, 3g, 4g, volte",wi-fi,6.4 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v11,48 mp quad rear & 13 mp front camera,https://cdn1.smartprix.com/rx-igm5mjqp2-w280-h280/samsung-galaxy-f22.webp
realme gt 7 (12gb ram + 512gb),89,4.7,46998,launched,dimensity 9400e,octa core,3.4 ghz processor GHz,12 gb ram,512 gb inbuilt,7000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-imeqo5lvj-w280-h280/realme-gt-7-12gb-ram.webp
