Brand Name,Spec Score,Rating,Price,Tag,Processor Name,Processor Type,Processor Speed,RAM,Internal Storage,Battery Capacity,Battery Feature,SIM Type,Extra Feature,Display Size,Display Resolution,Display Feature,Memory External,OS Version,Camera,Image Preview
realme p1 5g (8gb ram+ 128gb),80,4.3,14499,launched,dimensity 7050,octa core,2.6 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i27j7q9if-w280-h280/realme-p1-5g-8gb-ram.webp
oppo a3 pro 5g,75,4.4,15890,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5100mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,memory card supported,android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ij9qhzmxo-w280-h280/oppo-a3-pro-5g.webp
vivo t3 5g (8gb ram + 256gb),81,4.55,18499,launched,dimensity 7200,octa core,2.8 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ijgjnxy13-w280-h280/vivo-t3-5g-8gb-ram-2.webp
oppo f27 5g,81,4.2,17999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iw0vlmhpr-w280-h280/oppo-f27-5g.webp
apple iphone 15 (256gb),82,4.15,70800,launched,bionic a16,hexa core,3.46 ghz processor GHz,6 gb ram,256 gb inbuilt,3349mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,1179 x 2556 px,no punch hole,memory card not supported,ios v17,48 mp + 12 mp dual rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ihdiwawmc-w280-h280/apple-iphone-15-256g.webp
motorola moto g54 5g (12gb ram +256gb),83,4.5,16999,launched,dimensity 7020,octa core,2.2 ghz processor GHz,12 gb ram,256 gb inbuilt,6000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.5 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v13,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-is7wpyx1o-w280-h280/motorola-moto-g54-5g.webp
vivo x100 5g,89,4.4,51190,launched,dimensity 9300,octa core,3.25 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v14,64 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i1txzkgcq-w280-h280/vivo-x100-5g.webp
xiaomi 14,89,4.35,59999,launched,snapdragon 8 gen3,octa core,3.3 ghz processor GHz,12 gb ram,512 gb inbuilt,4610mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.36 inch,"1200 x 2670 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ix75okrrv-w280-h280/xiaomi-14.webp
motorola moto g62 5g,79,4.4,10999,launched,snapdragon  695,octa core,2.2 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.55 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v12,50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-icdx5jiun-w280-h280/motorola-moto-g62-5g.webp
oneplus nord ce 2 lite 5g,79,4.0,17994,launched,snapdragon 695,octa core,2.2 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.59 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v12,64 mp + 2 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ignlyofeo-w280-h280/oneplus-nord-ce-2-li.webp
realme gt 7t (12gb ram + 256gb),86,4.3,33990,launched,dimensity 8400-max,octa core,3.25 ghz processor GHz,12 gb ram,256 gb inbuilt,7000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.8 inch,"1280 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-irdkhmrpx-w280-h280/realme-gt-7t-12gb-ra.webp
lava shark 5g,58,4.15,7999,launched,unisoc t765,octa core processor,,4 gb ram,64 gb inbuilt,5000mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.75 inch,"720 x 1600 px, 90 Hz",with punch hole,"memory card supported, upto 1 tb",android v15,13 mp rear & 5 mp front camera,https://cdn1.smartprix.com/rx-imcz8cjdn-w280-h280/lava-shark-5g.webp
poco c75 5g (4gb ram + 128gb),71,4.1,8499,launched,snapdragon 4s gen2,octa core,2 ghz processor GHz,4 gb ram,128 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1650 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-iikmypmes-w280-h280/poco-c75-5g-4gb-ram.webp
xiaomi redmi a5 4g (4gb ram + 128gb),70,4.0,7499,launched,unisoc t7250,octa core,1.8 ghz processor GHz,4 gb ram,128 gb inbuilt,5200mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.88 inch,"720 x 1650 px, 120 Hz",no punch hole,"memory card supported, upto 2 tb",android v15,32 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iavmzoggu-w280-h280/xiaomi-redmi-a5-4g-4.webp
vivo y19 5g,68,4.55,10499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,64 gb inbuilt,5500mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 2 tb",android v15,13 mp + 0.08 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ipcswdn7h-w280-h280/vivo-y19-5g.webp
vivo y39 5g (8gb ram + 256gb),74,4.55,18999,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,6500mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.68 inch,"720 x 1608 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iinoxc9fk-w280-h280/vivo-y39-5g-8gb-ram.webp
vivo y29 5g (6gb+128gb),74,4.35,15499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5500mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.68 inch,"720 x 1608 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 0.08 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-idjlg0zmo-w280-h280/vivo-y29-5g-6gb-128g.webp
samsung galaxy a16 5g (6gb ram + 128gb),78,4.6,15999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1.5 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-i9z5d6mr4-w280-h280/samsung-galaxy-a16-5.webp
apple iphone 16 pro (256gb),88,4.25,121900,launched,bionic a18 pro,hexa core,4.05 ghz processor GHz,8 gb ram,256 gb inbuilt,3582mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.3 inch,"1206 x 2622 px, 120 Hz",no punch hole,memory card not supported,ios v18,48 mp + 48 mp + 12 mp triple rear & 12 mp front camera,https://cdn1.smartprix.com/rx-i2up0xlk8-w280-h280/apple-iphone-16-pro.webp
tecno pop 9 4g,55,4.5,5523,launched,helio g50,octa core processor,,3 gb ram,64 gb inbuilt,5000mAh,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, ir blaster",6.67 inch,"720 x 1600 px, 90 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,13 mp rear & main front camera,https://cdn1.smartprix.com/rx-ijgdd1q30-w280-h280/tecno-pop-9-4g.webp
samsung galaxy a06,70,4.15,7599,launched,helio g85,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.74 inch,720 x 1600 px,no punch hole,"memory card supported, upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i6ah9avrb-w280-h280/samsung-galaxy-a06.webp
vivo t3 lite 5g,74,4.0,11099,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.56 inch,"720 x 1612 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ifzmlm4mw-w280-h280/vivo-t3-lite-5g.webp
iqoo z9 lite 5g,74,4.3,10498,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.56 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iix0kbvvx-w280-h280/iqoo-z9-lite-5g.webp
samsung galaxy f55 5g (12gb ram + 256gb),85,4.5,26999,launched,snapdragon 7 gen1,octa core,2.4 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-id31sv3lq-w280-h280/samsung-galaxy-f55-5.webp
realme p1 5g,78,4.4,14486,launched,dimensity 7050,octa core,2.6 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i27j7q9if-w280-h280/realme-p1-5g.webp
oppo f25 pro 5g (8gb ram + 256gb),84,4.4,21999,launched,dimensity 7050,octa core,2.6 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 67W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,64 mp + 8 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-itqarpdh8-w280-h280/oppo-f25-pro-5g-8gb.webp
motorola moto g04 (8 gb ram + 128gb),70,4.1,7999,launched,unisoc t606,octa core,1.6 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.56 inch,"720 x 1600 px, 90 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,16 mp rear & 5 mp front camera,https://cdn1.smartprix.com/rx-i6ohknmrk-w280-h280/motorola-moto-g04-8.webp
samsung galaxy s24 ultra (12gb ram + 1tb),94,4.6,159999,launched,snapdragon 8 gen3,octa core,3.3 ghz processor GHz,12 gb ram,1 tb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.8 inch,"1440 x 3120 px, 120 Hz",with punch hole,memory card not supported,android v14,200 mp quad rear & 12 mp front camera,https://cdn1.smartprix.com/rx-irgsp8nkn-w280-h280/samsung-galaxy-s24-u.webp
xiaomi redmi 13c 5g,73,4.5,10399,launched,dimensity 6100 plus,octa core,2.2 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v13,50 mp + depth sensor dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-isgq0anrn-w280-h280/xiaomi-redmi-13c-5g.webp
apple iphone 15 pro max (512gb),87,4.6,154900,launched,bionic a17 pro,hexa core,3.78 ghz processor GHz,8 gb ram,512 gb inbuilt,4441mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1290 x 2796 px, 120 Hz",no punch hole,memory card not supported,ios v17,48 mp + 12 mp + 12 mp triple rear & 12 mp front camera,https://cdn1.smartprix.com/rx-itpzv8asm-w280-h280/apple-iphone-15-pro.webp
xiaomi redmi 12 5g (8gb ram + 256gb),78,4.6,14499,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.79 inch,"1080 x 2460 px, 90 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v13,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-it7ho0flf-w280-h280/xiaomi-redmi-12-5g-8.webp
samsung galaxy m55,84,4.55,20990,launched,snapdragon 7 gen1,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-ixj4oca9g-w280-h280/samsung-galaxy-m55.webp
samsung galaxy f15 5g,74,4.35,11023,launched,dimensity 6100 plus,octa core,2.2 ghz processor GHz,4 gb ram,128 gb inbuilt,6000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.45 inch,"1080 x 2340 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-iwuujwfwg-w280-h280/samsung-galaxy-f15-5.webp
motorola moto g73,82,4.05,12999,launched,dimensity 930,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 30W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.5 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v13,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-inpofhfz3-w280-h280/motorola-moto-g73.webp
xiaomi 13 pro 5g,90,4.5,48870,launched,snapdragon 8 gen2,octa core,3.2 ghz processor GHz,12 gb ram,256 gb inbuilt,4820mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.73 inch,"1440 x 3200 px, 120 Hz",with punch hole,memory card not supported,android v13,50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ih1iunit0-w280-h280/xiaomi-13-pro-5g.webp
oneplus nord ce 3 5g,81,4.7,24999,launched,snapdragon 782g,octa core,2.7 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v13,50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-idegumutv-w280-h280/oneplus-nord-ce-3-5g.webp
oneplus 11 5g,85,4.5,39999,launched,snapdragon 8 gen2,octa core,3.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1440 x 3216 px, 120 Hz",with punch hole,memory card not supported,android v13,50 mp + 48 mp + 32 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-imsz0nvfh-w280-h280/oneplus-11-5g.webp
samsung galaxy a53 5g (8gb ram + 128gb),87,4.65,20999,launched,exynos 1280,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.5 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v12,64 mp quad rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i7jrpg2ug-w280-h280/samsung-galaxy-a53-5.webp
samsung galaxy s21 fe 5g,84,4.7,39999,launched,exynos 2100,octa core,2.9 ghz processor GHz,8 gb ram,128 gb inbuilt,4500mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.4 inch,"1080 x 2340 px, 120 Hz",with punch hole,memory card not supported,android v12,12 mp + 12 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ii3pn8ry8-w280-h280/samsung-galaxy-s21-f.webp
realme c73 (4gb ram + 128gb),71,4.65,11374,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,6000mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,32 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-izzvslghe-w280-h280/realme-c73-4gb-ram-1.webp
samsung galaxy a26 (8gb ram + 256gb),83,4.55,25999,launched,exynos 1380,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 120 Hz",no punch hole,"memory card (hybrid), upto 2 tb",android v15,50 mp + 8 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-iv9o9saib-w280-h280/samsung-galaxy-a26-8.webp
itel a90,61,4.65,6745,launched,unisoc t7100,octa core,1.8 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.6 inch,"720 x 1612 px, 90 Hz",no punch hole,"memory card supported, upto 2 tb",android v14,13 mp rear & 5 mp front camera,https://cdn1.smartprix.com/rx-i9kmuydqj-w280-h280/itel-a90.webp
vivo y300 5g (8 gb ram+256 gb),82,4.75,22999,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-itcclygfj-w280-h280/vivo-y300-5g-8-gb-ra.webp
samsung galaxy a16 5g (8gb ram + 256gb),81,4.15,20499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1.5 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-i9z5d6mr4-w280-h280/samsung-galaxy-a16-5.webp
tecno pop 9 5g (4gb ram + 128gb),74,4.65,8599,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"720 x 1612 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,48 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iksvlyimk-w280-h280/tecno-pop-9-5g-4gb-r.webp
realme 13 5g (8gb ram +256gb),80,4.7,15960,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iuzcsybn0-w280-h280/realme-13-5g-8gb-ram.webp
infinix note 40 pro plus racing edition,86,4.6,21999,launched,dimensity 7020,octa core,2.2 ghz processor GHz,12 gb ram,256 gb inbuilt,4600mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1080 x 2436 px, 120 Hz",with punch hole,memory card not supported,android v14,108 mp + 2 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ituywdj5l-w280-h280/infinix-note-40-pro.webp
tecno spark go 1,62,4.65,7299,launched,unisoc t615,octa core,1.8 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, ir blaster",6.67 inch,"720 x 1600 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,13 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iia0rip99-w280-h280/tecno-spark-go-1.webp
oppo a3 5g 2024,75,4.35,13999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5100mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-idiooeiym-w280-h280/oppo-a3-5g-2024.webp
oppo a3x 4g,56,4.15,7505,launched,snapdragon 6s gen1 4g,octa core processor,,4 gb ram,64 gb inbuilt,5100mAh 45W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.67 inch,"720 x 1604 px, 90 Hz",with punch hole,memory card (hybrid),android v14,8 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-i04xfsevk-w280-h280/oppo-a3x-4g.webp
vivo t3x 5g (6gb ram + 128gb),76,4.35,13999,launched,snapdragon 6 gen1,octa core,2.2 ghz processor GHz,6 gb ram,128 gb inbuilt,6000mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2408 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-inaux2v6a-w280-h280/vivo-t3x-5g-6gb-ram.webp
lava o2,74,4.6,6798,launched,tiger t616,octa core,2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.5 inch,"1600 x 720 px, 90 Hz",with punch hole,"memory card supported, upto 512 gb",android v13,50 mp + 0.08 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iqpdmhh7c-w280-h280/lava-o2.webp
poco x6 neo (12gb ram + 256gb),82,4.7,15784,launched,dimensity 6080,octa core,2.4 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v13,108 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iu7jemd5t-w280-h280/poco-x6-neo-12gb-ram.webp
oppo f25 pro 5g,83,4.6,20990,launched,dimensity 7050,octa core,2.6 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 67W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,64 mp + 8 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-itqarpdh8-w280-h280/oppo-f25-pro-5g.webp
realme 12 pro plus 5g (8gb ram + 256gb),83,4.4,22999,launched,snapdragon 7s gen2,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 67W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,memory card not supported,android v14,64 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ipwegvwej-w280-h280/realme-12-pro-plus-5.webp
tecno camon 30 premier 5g,87,4.0,29499,launched,dimensity 8200,octa core,3.1 ghz processor GHz,12 gb ram,512 gb inbuilt,5000mAh 70W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.77 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-izszv2oaf-w280-h280/tecno-camon-30-premi.webp
samsung galaxy a15 5g,79,4.75,15898,launched,dimensity 6100 plus,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.5 inch,"1080 x 2340 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ixgauyghf-w280-h280/samsung-galaxy-a15-5.webp
motorola moto g54 5g,82,4.3,14999,launched,dimensity 7020,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.5 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v13,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ibgbr2c8q-w280-h280/motorola-moto-g54-5g.webp
